"Data compilation used in calculation of N budget, organized by year of publication. ",,,,,,,,,,,,,,,,,,
Geologic Setting abbreviations:  O = Oceanic; C = Continental; S = Sediment; L = Lithosphere; A = altered (<300°C); M = metamorphosed (>300 °C); M = primary mantle volcanics; X = xenoliths; OIB = Ocean Isl_and_ Basalt; VV= Volcanic volatiles,,,,,,,,,,,,,,,,,,
Rock name abbreviations: BIF = b_and_ed iron formation; MORB = mid-ocean ridge basalt; OIB = ocean isl_and_ basalt; F = fluid; G = gas,,,,,,,,,,,,,,,,,,
"Columns show, in order, References/notes, Sample name as used in original study, geologic setting (assigned by us), rock type (after original study), Age (Ga), δ15N _and_ error, N concentration (ppm), δ 13 C, Yb, Lu, _and_ Rb concentration (ppm), K2O (wt. %), _and_ Ar data where available  ",,,,,,,,,,,,,,,,,,
Full references are in the Supplementary References document. ,,,,,,,,,,,,,,,,,,
Source/Notes,Sample Name,Geologic Setting,Rock Type,Year Published,Age,delta15N,error,N(ppm),delta13C,Yb,Lu,K2O (WT. %),Rb (ppm),40Ar/36Ar,36Ar (mol/g),Ar total (mol/g),N2/36Ar,N2/40Ar
,KDC-50,MOS,Schist,1999,0.4,5.0,,1039,,,,4.43,201,,,,,
,KDC-61,MOS,Schist,1999,0.4,7.3,,466,,,,2.74,146,,,,,
,KDC-62,MOS,Schist,1999,0.4,6.8,,462,,,,3.25,150,,,,,
,KDC-65,MOS,Schist,1999,0.4,4.7,,425,,,,3.27,158,,,,,
,KDC-66,MOS,Schist,1999,0.4,4.2,,493,,,,3.26,161,,,,,
,KDC-70,MOS,Schist,1999,0.4,7.3,,528,,,,2.90,159,,,,,
,KDC-72,MOS,Schist,1999,0.4,7.2,,147,,,,3.36,192,,,,,
,JKDC-73,MOS,Schist,1999,0.4,6.5,,150,,,,3.76,218,,,,,
,KDC-75,MOS,Schist,1999,0.4,4.1,,409,,,,3.65,155,,,,,
,KDC-76,MOS,Schist,1999,0.4,6.6,,141,,,,3.39,186,,,,,
,KDC-77,MOS,Schist,1999,0.4,8.7,,206,,,,3.18,170,,,,,
,KDC-80,MOS,Schist,1999,0.4,4.9,,113,,,,4.46,158,,,,,
,KDC-81,MOS,Schist,1999,0.4,4.6,,85,,,,4.64,196,,,,,
,KDC-82,MOS,Schist,1999,0.4,5.3,,237,,,,3.60,149,,,,,
Sadofsky_and_Bebout_2000,3,MOS,Biotite,2000,0.41,9.6,,19,,,,,,,,,,
Biotite analyses from ,5,MOS,Biotite,2000,0.41,8.5,,14,,,,,,,,,,
Vermont and Maine,7a,MOS,Biotite,2000,0.41,4.5,,915,,,,,,,,,,
Siluro-devonian in age,7b,MOS,Biotite,2000,0.41,4.4,,1134,,,,,,,,,,
,7c,MOS,Biotite,2000,0.41,4.4,,1270,,,,,,,,,,
,7d,MOS,Biotite,2000,0.41,4.5,,1122,,,,,,,,,,
,15a,MOS,Biotite,2000,0.41,3.6,,688,,,,,,,,,,
,15b,MOS,Biotite,2000,0.41,3.9,,655,,,,,,,,,,
,16a,MOS,Biotite,2000,0.41,3.9,,767,,,,,,,,,,
,16b,MOS,Biotite,2000,0.41,4.7,,668,,,,,,,,,,
,20a,MOS,Biotite,2000,0.41,3.5,,578,,,,,,,,,,
,20b,MOS,Biotite,2000,0.41,3.9,,541,,,,,,,,,,
,21,MOS,Biotite,2000,0.41,5.3,,623,,,,,,,,,,
,23,MOS,Biotite,2000,0.41,6.3,,497,,,,,,,,,,
,23v,MOS,Biotite,2000,0.41,6.4,,302,,,,,,,,,,
,27,MOS,Biotite,2000,0.41,8.6,,709,,,,,,,,,,
,26a,MOS,Biotite,2000,0.41,9.2,,817,,,,,,,,,,
,26b,MOS,Biotite,2000,0.41,10.2,,451,,,,,,,,,,
,26d,MOS,Biotite,2000,0.41,11.0,,542,,,,,,,,,,
,26c,MOS,Biotite,2000,0.41,10.7,,262,,,,,,,,,,
,37.5,MOS,Biotite,2000,0.41,10.8,,223,,,,,,,,,,
,42,MOS,Biotite,2000,0.41,7.3,,801,,,,,,,,,,
,45,MOS,Biotite,2000,0.41,6.7,,608,,,,,,,,,,
,18,MOS,Biotite,2000,0.41,7.4,,994,,,,,,,,,,
,50,MOS,Biotite,2000,0.41,8.6,,217,,,,,,,,,,
,6b,MOS,Biotite,2000,0.41,11.9,,57,,,,,,,,,,
,6a,MOS,Biotite,2000,0.41,6.8,,32,,,,,,,,,,
,24,MOS,Biotite,2000,0.41,3.3,,66,,,,,,,,,,
,20a,MOS,Biotite,2000,0.41,4.1,,13,,,,,,,,,,
Maine,7a,MOS,Biotite,2000,0.41,6.0,,996,,,,,,,,,,
,8a,MOS,Biotite,2000,0.41,6.5,,510,,,,,,,,,,
,10,MOS,Biotite,2000,0.41,4.4,,1412,,,,,,,,,,
,12,MOS,Biotite,2000,0.41,6.2,,1351,,,,,,,,,,
,5b,MOS,Biotite,2000,0.41,6.6,,1820,,,,,,,,,,
,13,MOS,Biotite,2000,0.41,7.2,,1144,,,,,,,,,,
,16,MOS,Biotite,2000,0.41,8.9,,1181,,,,,,,,,,
White micas,3,MOS,Muscovite,2000,0.41,9.6,,13,,,,,,,,,,
,7a,MOS,Muscovite,2000,0.41,4.4,,258,,,,,,,,,,
,7b,MOS,Muscovite,2000,0.41,3.8,,196,,,,,,,,,,
,7c,MOS,Muscovite,2000,0.41,4.5,,153,,,,,,,,,,
,7d,MOS,Muscovite,2000,0.41,4.2,,299,,,,,,,,,,
,15a,MOS,Muscovite,2000,0.41,4.5,,234,,,,,,,,,,
,16a,MOS,Muscovite,2000,0.41,4.0,,242,,,,,,,,,,
,16b,MOS,Muscovite,2000,0.41,4.3,,276,,,,,,,,,,
,20b,MOS,Muscovite,2000,0.41,3.8,,391,,,,,,,,,,
,23,MOS,Muscovite,2000,0.41,6.4,,65,,,,,,,,,,
,27,MOS,Muscovite,2000,0.41,8.3,,300,,,,,,,,,,
,26a,MOS,Muscovite,2000,0.41,8.8,,220,,,,,,,,,,
,26b,MOS,Muscovite,2000,0.41,9.2,,237,,,,,,,,,,
,26d,MOS,Muscovite,2000,0.41,9.1,,224,,,,,,,,,,
,26c,MOS,Muscovite,2000,0.41,9.4,,155,,,,,,,,,,
,37.5,MOS,Muscovite,2000,0.41,8.8,,53,,,,,,,,,,
,45,MOS,Muscovite,2000,0.41,6.8,,401,,,,,,,,,,
,18,MOS,Muscovite,2000,0.41,7.5,,258,,,,,,,,,,
,50,MOS,Muscovite,2000,0.41,8.5,,62,,,,,,,,,,
,53,MOS,Muscovite,2000,0.41,8.3,,35,,,,,,,,,,
,25c,MOS,Muscovite,2000,0.41,8.9,,30,,,,,,,,,,
,6b,MOS,Muscovite,2000,0.41,9.1,,56,,,,,,,,,,
,6c,MOS,Muscovite,2000,0.41,10.3,,54,,,,,,,,,,
,24,MOS,Muscovite,2000,0.41,3.9,,23,,,,,,,,,,
,22,MOS,Muscovite,2000,0.41,6.5,,9,,,,,,,,,,
Maine,982,MOS,Muscovite,2000,0.41,4.1,,773,,,,,,,,,,
,987,MOS,Muscovite,2000,0.41,5.4,,483,,,,,,,,,,
,988a,MOS,Muscovite,2000,0.41,6.6,,496,,,,,,,,,,
,9810,MOS,Muscovite,2000,0.41,4.6,,286,,,,,,,,,,
,9812,MOS,Muscovite,2000,0.41,6.4,,397,,,,,,,,,,
,985b,MOS,Muscovite,2000,0.41,6.4,,233,,,,,,,,,,
,9813,MOS,Muscovite,2000,0.41,6.6,,333,,,,,,,,,,
Kao_and_Liu_2000,Rock,AOS,Slate,2000,0.01,3.9,0.1,800,-25.0,,,,,,,,,
Jia_and_Kerrich_2000,Abitibi-K,CL,Granite,2000,2.7,5.3,,20,,,,,,,,,,
Measurements of minerals from Archean granites,Abitibi-K,CL,Granite,2000,2.7,5.0,,20,,,,,,,,,,
,Abitibi-K,CL,Granite,2000,2.7,2.3,,20,,,,,,,,,,
K = K-spar,Abitibi-L,CL,Granite,2000,2.7,1.3,,20,,,,,,,,,,
B = Biotite,Abitibi-M,CL,Granite,2000,2.7,1.6,,20,,,,,,,,,,
L = lepidolite,Uchi-B,CL,Tonalite,2000,2.7,-1.6,,50,,,,,,,,,,
M = Muscovite,Uchi-B,CL,Tonalite,2000,2.7,-3.0,,20,,,,,,,,,,
,Uchi-B,CL,Tonalite,2000,2.7,0.3,,30,,,,,,,,,,
Abitibi = peraluminous granites,Uchi-B,CL,Tonalite,2000,2.7,-1.2,,30,,,,,,,,,,
 ,Uchi-B,CL,Tonalite,2000,2.7,-5.3,,20,,,,,,,,,,
Uchi = tonalites,Uchi-B,CL,Tonalite,2000,2.7,-3.8,,20,,,,,,,,,,
,Uchi-B,CL,Tonalite,2000,2.7,2.3,,20,,,,,,,,,,
,Uchi-B,CL,Tonalite,2000,2.7,5.1,,20,,,,,,,,,,
,Uchi-B,CL,Tonalite,2000,2.7,-0.9,,20,,,,,,,,,,
Jia_and_Kerrich_2000,KA II-1,ACL,Muscovite,2000,2.7,19.4,,195,,,,11.28,,,,,,
,KA II-2,ACL,Muscovite,2000,2.7,18.9,,203,,,,,,,,,,
,KA II-3,ACL,Muscovite,2000,2.7,19.2,,198,,,,,,,,,,
,KA I-1,ACL,Muscovite,2000,2.7,20.3,,202,,,,11.30,,,,,,
,KA I-2,ACL,Muscovite,2000,2.7,19.4,,205,,,,,,,,,,
,KA I-3,ACL,Muscovite,2000,2.7,18.2,,194,,,,,,,,,,
,KA I-4,ACL,Muscovite,2000,2.7,19.9,,193,,,,,,,,,,
,B4,MCL,Muscovite,2000,2.7,16.8,,186,,,,11.20,,,,,,
,B4-1,MCL,Muscovite,2000,2.7,17.2,,191,,,,11.25,,,,,,
,B5,MCL,Muscovite,2000,2.7,16.7,,170,,,,11.14,,,,,,
,D-1,MCL,Muscovite,2000,2.7,15.6,,160,,,,11.05,,,,,,
,GH IA,MCL,Muscovite,2000,2.7,18.2,,150,,,,10.87,,,,,,
,GH IB,MCL,Muscovite,2000,2.7,19.8,,170,,,,11.04,,,,,,
, GH IC,MCL,Muscovite,2000,2.7,16.9,,140,,,,10.79,,,,,,
,GH I-B,MCL,Muscovite,2000,2.7,15.1,,100,,,,11.14,,,,,,
,GH I-C,MCL,Muscovite,2000,2.7,14.6,,120,,,,11.28,,,,,,
,GH I-D,MCL,Muscovite,2000,2.7,17.8,,111,,,,,,,,,,
,GH I-E,MCL,Muscovite,2000,2.7,15.6,,113,,,,,,,,,,
,GH I-F,MCL,Muscovite,2000,2.7,16.0,,128,,,,11.29,,,,,,
,GH II-1,MCL,Muscovite,2000,2.7,14.7,,30,,,,10.59,,,,,,
,GH II-2,MCL,Muscovite,2000,2.7,17.1,,40,,,,10.66,,,,,,
,GH II-3,MCL,Muscovite,2000,2.7,20.9,,38,,,,9.77,,,,,,
,GH II-4,MCL,Muscovite,2000,2.7,21.0,,42,,,,,,,,,,
,GH II-5,MCL,Muscovite,2000,2.7,17.0,,42,,,,,,,,,,
,MAC,MCL,Muscovite,2000,2.7,17.0,,57,,,,9.39,,,,,,
,MAC-1,MCL,Muscovite,2000,2.7,14.0,,53,,,,9.80,,,,,,
,HD-1,MCL,Muscovite,2000,2.7,13.6,,23,,,,9.69,,,,,,
,HD-2,MCL,Muscovite,2000,2.7,10.4,,19,,,,9.50,,,,,,
,WL170,MCL,Muscovite,2000,2.7,12.8,,19,,,,9.81,,,,,,
,WL230,MCL,Muscovite,2000,2.7,14.8,,19,,,,,,,,,,
,WL100,MCL,Muscovite,2000,2.7,20.7,,19,,,,,,,,,,
,WL230,MCL,Muscovite,2000,2.7,16.6,,20,,,,,,,,,,
,NR7-1,MCL,Biotite,2000,2.7,22.6,,70,,,,9.87,,,,,,
,NR10,MCL,Biotite,2000,2.7,8.7,,20,,,,9.43,,,,,,
,MRAI-1,MCL,Biotite,2000,2.7,13.0,,20,,,,9.60,,,,,,
,MRA 1-2,MCL,Biotite,2000,2.7,19.0,,20,,,,9.83,,,,,,
,MRA II-1,MCL,Biotite,2000,2.7,14.0,,20,,,,9.88,,,,,,
,VHW-1,MCL,Biotite,2000,2.7,12.6,,10,,,,9.40,,,,,,
,NNM-1,MCL,Biotite,2000,2.7,10.9,,30,,,,9.26,,,,,,
,NNM-2,MCL,Biotite,2000,2.7,20.6,,30,,,,9.44,,,,,,
,NNM-a,MCL,Biotite,2000,2.7,16.1,,50,,,,9.68,,,,,,
,NNM-b,MCL,Biotite,2000,2.7,16.4,,40,,,,9.60,,,,,,
,RT-1,MCL,Biotite,2000,2.7,15.9,,20,,,,9.78,,,,,,
,RT-2,MCL,Biotite,2000,2.7,23.7,,20,,,,,,,,,,
Pinti_et_al_2001,SJM43,MOS,Metapelite,2001,3.8,7.1,0.9,26.31,,,,,,189352,7.04E-014,1.33E-008,1.33E+007,70
Metasediments. ,SJM43a,MOS ,Biotite,2001,3.8,10.7,1.3,72.00,,,,,,143898,3.10E-013,4.47E-008,8.29E+006,58
Pilbara Australia,SJM43,MOS ,Biotite,2001,3.8,9.4,0.6,74.27,,,,,,168108,3.15E-013,5.29E-008,8.43E+006,50
Greenl_and_,1021,MOS ,BIF,2001,3.8,8.2,0.4,3.60,,,,,,2817,2.39E-014,6.74E-011,5.37E+006,1907
WR = Whole Rock,136,MOS ,BIF,2001,3.8,0.8,0.7,2.62,,,,,,2848,1.80E-014,5.14E-011,5.19E+006,1822
B = biotite,611,MOS ,Metachert,2001,3.8,9.2,0.6,0.73,,,,,,11641,1.54E-014,1.79E-010,1.70E+006,146
I = Iron sep. ,702,MOS ,Metachert,2001,3.8,12.2,1.1,0.41,,,,,,17126,6.03E-015,1.03E-010,2.43E+006,142
C = Chert,Pano D-136,AOS,Chert,2001,3,-3.8,0.7,,,,,,,29792,3.87E-014,1.15E-009,,
,Pano C-85,AOS,Chert,2001,3,5.2,0.5,0.36,,,,,,4950,1.87E-014,9.24E-011,6.89E+005,139
,Chert-Barite,AOS,Chert,2001,3,6.9,0.5,0.27,,,,,,786,2.00E-014,1.57E-011,4.83E+005,615
,458,AOS,Chert,2001,3,6.1,0.9,0.93,,,,,,3755,3.32E-014,1.25E-010,1.00E+006,266
,LBR-31,AOS,BIF,2001,3,7.2,1.2,4.13,,,,,,395,1.99E-014,7.88E-012,7.41E+006,18755
,HR-28-544,AOS,Chert,2001,3,11.5,0.5,1.94,,,,,,14715,8.17E-015,1.20E-010,8.48E+006,576
Mingram_and_Brauer_2001,LG,AOS,Slate,2001,0.45,3.0,,572,-27.9,,,3.60,,,,,,
Passive margin metasediments,LG,AOS,Slate,2001,0.45,2.0,,603,-28.3,,,2.97,,,,,,
that have undergone HP-UHP,LG,AOS,Slate,2001,0.45,3.2,,499,-25.0,,,4.24,,,,,,
metamorphism. Found in Bavaria/Alps,LG,AOS,Slate,2001,0.45,1.2,,482,-26.6,,,4.06,,,,,,
LG = Low-grade,P,MOS,Phyllite,2001,0.45,2.2,,498,-26.1,,,4.00,,,,,,
P= Phyllite,P,MOS,Phyllite,2001,0.45,2.3,,483,-23.7,,,3.41,,,,,,
GP = Garnet Phyllite,P,MOS,Phyllite,2001,0.45,0.0,,369,-28.3,,,3.22,,,,,,
MS = Mica schist,P,MOS,Phyllite,2001,0.45,2.6,,420,-27.1,,,3.87,,,,,,
GE =  Gneiss/Eclogite,P,MOS,Phyllite,2001,0.45,1.7,,358,-27.8,,,3.48,,,,,,
T = Transition zone,P,MOS,Phyllite,2001,0.45,1.8,,681,-27.4,,,5.04,,,,,,
G = gneiss,GP,MOS,Phyllite,2001,0.45,3.1,,397,-24.7,,,4.55,,,,,,
,GP,MOS,Phyllite,2001,0.45,3.6,,697,-24.5,,,6.18,,,,,,
,GP,MOS,Phyllite,2001,0.45,4.2,,373,-27.9,,,4.79,,,,,,
,GP,MOS,Phyllite,2001,0.45,5.5,,334,-28.7,,,4.17,,,,,,
,GP,MOS,Phyllite,2001,0.45,3.3,,292,-25.6,,,2.75,,,,,,
,GP,MOS,Phyllite,2001,0.45,2.3,,630,-29.2,,,5.01,,,,,,
,GP,MOS,Phyllite,2001,0.45,3.3,,483,-27.2,,,4.48,,,,,,
,GP,MOS,Phyllite,2001,0.45,2.9,,657,-29.6,,,7.24,,,,,,
,MS,MOS,Schist,2001,0.48,2.8,,389,-26.3,,,4.70,,,,,,
,MS,MOS,Schist,2001,0.48,4.2,,217,-23.9,,,3.60,,,,,,
,MS,MOS,Schist,2001,0.48,4.3,,397,-29.2,,,5.82,,,,,,
,MS,MOS,Schist,2001,0.48,3.4,,323,-28.2,,,4.68,,,,,,
,MS,MOS,Schist,2001,0.48,4.0,,419,-26.0,,,6.08,,,,,,
,MS,MOS,Schist,2001,0.48,3.8,,232,-26.2,,,4.43,,,,,,
,MS,MOS,Schist,2001,0.48,4.6,,303,-29.9,,,5.48,,,,,,
,MS,MOS,Schist,2001,0.48,2.5,,334,-27.8,,,4.81,,,,,,
,MS,MOS,Schist,2001,0.48,5.2,,143,-26.7,,,3.00,,,,,,
,MS,MOS,Schist,2001,0.48,10.3,,117,-28.1,,,5.86,,,,,,
,GE,MOS,Gneiss,2001,0.48,10.5,,88,-23.8,,,4.84,,,,,,
,GE,MOS,Gneiss,2001,0.48,7.0,,101,-27.8,,,4.50,,,,,,
,GE,MOS,Gneiss,2001,0.48,5.7,,59,-23.4,,,6.12,,,,,,
,T,MOS,Gneiss,2001,0.48,3.8,,264,-26.8,,,3.93,,,,,,
,T,MOS,Gneiss,2001,0.48,3.6,,62,-28.0,,,2.53,,,,,,
,T,MOS,Gneiss,2001,0.48,1.3,,78,-28.2,,,2.63,,,,,,
,T,MOS,Gneiss,2001,0.48,1.2,,43,-30.3,,,3.61,,,,,,
,T,MOS,Gneiss,2001,0.48,2.0,,43,-29.0,,,4.84,,,,,,
,T,MOS,Gneiss,2001,0.48,1.8,,288,-27.7,,,5.85,,,,,,
,T,MOS,Gneiss,2001,0.48,7.5,,31,-29.0,,,4.94,,,,,,
,G,MOS,Gneiss,2001,0.55,2.9,,93,-28.9,,,3.38,,,,,,
,G,MOS,Gneiss,2001,0.55,2.5,,66,-28.7,,,3.38,,,,,,
,G,MOS,Gneiss,2001,0.55,3.6,,34,-30.1,,,4.23,,,,,,
,G,MOS,Gneiss,2001,0.55,3.2,,27,-28.6,,,3.03,,,,,,
Jenkyns_et_al_2001,Bore hole from engl_and_,AOS,Shale,2001,0.185,-0.8,,,,,,,,,,,,
read from graph,,AOS,Shale,2001,0.185,0.0,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,0.2,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-0.6,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-1.2,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-1.2,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-2.0,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-1.8,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-1.4,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-1.4,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-1.0,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-1.2,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-1.4,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-1.6,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-2.0,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-0.8,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-3.0,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,-0.1,,,,,,,,,,,,
,,AOS,Shale,2001,0.185,1.8,,,,,,,,,,,,
Cartigny_et_al_2001,Sn 10,D,Eclogitic,2001,0.37,,,1272,-7.0,,,,,,,,,
Diamonds,Gm 97-2,D,Eclogitic,2001,0,,,622,-16.5,,,,,,,,,
E = eclogitic,Gm 97-8,D,Eclogitic,2001,0,,,261,-18.0,,,,,,,,,
F =Fibrous,D5,D,Eclogitic,2001,0.07,,,1808,-7.0,,,,,,,,,
P = peridotitic,Dm 101 K,D,Eclogitic,2001,0.07,,,1929,-8.2,,,,,,,,,
,Dm 101 A,D,Eclogitic,2001,0.07,,,3350,-6.4,,,,,,,,,
,JW 67,D,Peridotitic,2001,0.235,,,1148,-13.2,,,,,,,,,
,F 71,D,Peridotitic,2001,0.118,,,1194,-7.3,,,,,,,,,
,F 5 ,D,Peridotitic,2001,0.118,,,1108,-6.9,,,,,,,,,
,OR 36-1,D,Peridotitic,2001,0.093,,,36,-19.9,,,,,,,,,
,OR 36-2,D,Peridotitic,2001,0.093,,,21,-19.1,,,,,,,,,
,OR 35,D,Peridotitic,2001,0.093,,,189,-18.1,,,,,,,,,
,CHL 52,D,Peridotitic,2001,0.46,,,1189,-6.0,,,,,,,,,
,JW 25,D,Eclogitic,2001,0.0856,,,,-24.4,,,,,,,,,
,J222,D,Eclogitic,2001,0.0856,,,42,-23.8,,,,,,,,,
,E 9012,D,Eclogitic,2001,0.026,,,23,-21.7,,,,,,,,,
,J 11,D,Eclogitic,2001,0.0856,,,88,-21.1,,,,,,,,,
,OR 32,D,Eclogitic,2001,0.093,,,100,-19.8,,,,,,,,,
,JW 42,D,Eclogitic,2001,0.235,,,145,-19.2,,,,,,,,,
,J 23,D,Eclogitic,2001,0.0856,,,65,-18.9,,,,,,,,,
,OR 7,D,Eclogitic,2001,0.093,,,414,-18.0,,,,,,,,,
,J 36,D,Eclogitic,2001,0.0856,,,172,-17.9,,,,,,,,,
,OR 54,D,Eclogitic,2001,0.093,,,389,-17.2,,,,,,,,,
,OR 2,D,Eclogitic,2001,0.093,,,359,-17.1,,,,,,,,,
,J 17,D,Eclogitic,2001,0.0856,,,175,-16.8,,,,,,,,,
,OR 51,D,Eclogitic,2001,0.093,,,494,-16.6,,,,,,,,,
,JW 13,D,Eclogitic,2001,0.235,,,267,-16.3,,,,,,,,,
,JW 36,D,Eclogitic,2001,0.235,,,340,-16.3,,,,,,,,,
,OR 1,D,Eclogitic,2001,0.093,,,489,-16.0,,,,,,,,,
,JW 20,D,Eclogitic,2001,0.235,,,318,-15.5,,,,,,,,,
,OR 28,D,Eclogitic,2001,0.093,,,334,-14.9,,,,,,,,,
,OR 4,D,Eclogitic,2001,0.093,,,539,-14.1,,,,,,,,,
,OR 24,D,Eclogitic,2001,0.093,,,514,-14.1,,,,,,,,,
,OR 20,D,Eclogitic,2001,0.093,,,575,-14.1,,,,,,,,,
,OR 8,D,Eclogitic,2001,0.093,,,448,-13.9,,,,,,,,,
,OR 10,D,Eclogitic,2001,0.093,,,693,-13.4,,,,,,,,,
,OR 3,D,Eclogitic,2001,0.093,,,443,-13.3,,,,,,,,,
,E 9004,D,Eclogitic,2001,0.026,,,1211,-10.2,,,,,,,,,
,OR 6,D,Eclogitic,2001,0.093,,,804,-9.8,,,,,,,,,
,ER 9001,D,Eclogitic,2001,0.026,,,1109,-8.5,,,,,,,,,
,K 54,D,Eclogitic,2001,0.094,,,1130,-7.8,,,,,,,,,
,JW 33,D,Eclogitic,2001,0.235,,,1222,-6.3,,,,,,,,,
,JW 1,D,Eclogitic,2001,0.235,,,72,-21.1,,,,,,,,,
,OR 7-2,D,Eclogitic,2001,0.093,,,265,-18.3,,,,,,,,,
,OR 7-1,D,Eclogitic,2001,0.093,,,173,-17.6,,,,,,,,,
,DP 354-1,D,Eclogitic,2001,0.1,,,478,-16.1,,,,,,,,,
,OR 1-2,D,Eclogitic,2001,0.093,,,417,-15.9,,,,,,,,,
,DP 354-2,D,Eclogitic,2001,0.1,,,428,-15.9,,,,,,,,,
,OR 1-1,D,Eclogitic,2001,0.093,,,421,-15.8,,,,,,,,,
,OR 10,D,Eclogitic,2001,0.093,,,723,-14.3,,,,,,,,,
,OR 3-2,D,Eclogitic,2001,0.093,,,393,-13.8,,,,,,,,,
,JW 36,D,Eclogitic,2001,0.235,,,459,-12.1,,,,,,,,,
,W 43,D,Eclogitic,2001,0.026,,,2473,-5.9,,,,,,,,,
,B14,D,Eclogitic,2001,0.026,,,1800,-7.5,,,,,,,,,
Sano_et_al_2001,OIB,VV,Glass,2001,0,-0.4,,,,,,,,,,,,
Island arc gas/fluid,OIB,VV,Glass,2001,0,0.4,,,,,,,,,,,,
back arc basin glass (BABB),OIB,VV,Glass,2001,0,0.4,,,,,,,,,,,,
OIB glass,BABB,VV,Glass,2001,0,-1.9,,,,,,,,,,,,
,BABB,VV,Glass,2001,0,1.9,,,,,,,,,,,,
,BABB,VV,Glass,2001,0,-2.7,,,,,,,,,,,,
,BABB,VV,Glass,2001,0,-1.1,,,,,,,,,,,,
,BABB,VV,Glass,2001,0,0.4,,,,,,,,,,,,
,BABB,VV,Glass,2001,0,1.8,,,,,,,,,,,,
,BABB,VV,Glass,2001,0,1.6,,,,,,,,,,,,
,BABB,VV,Glass,2001,0,-0.6,,,,,,,,,,,,
,BABB,VV,Glass,2001,0,0.0,,,,,,,,,,,,
,IA,VV,Gas/Fluid,2001,0,2.8,,,,,,,,,,,,
,IA,VV,Gas/Fluid,2001,0,3.7,,,,,,,,,,,,
,IA,VV,Gas/Fluid,2001,0,0.1,,,,3.589329021827E-014,1.18E+005,,,,,,,
,IA,VV,Gas/Fluid,2001,0,1.5,,,,2.59720062208398E-014,1.70E+005,,,,,,,
,IA,VV,Gas/Fluid,2001,0,4.0,,,,,,,,,,,,
,IA,VV,Gas/Fluid,2001,0,1.1,,,,,,,,,,,,
,IA,VV,Gas/Fluid,2001,0,0.9,,,,,,,,,,,,
,IA,VV,Gas/Fluid,2001,0,0.1,,,,,,,,,,,,
,IA,VV,Gas/Fluid,2001,0,3.2,,,,,,,,,,,,
,IA,VV,Gas/Fluid,2001,0,3.3,,,,,,,,,,,,
,IA,VV,Gas/Fluid,2001,0,4.6,,,,,,,,,,,,
Holloway_et_al_ 2001,Exchequer,AOS,Slate,2001,,,,1370,,,,,,,,,,
,Auburn,MCL,Schist,2001,,,,480,,,,,,,,,,
Sephton_et_al_2002,1,AOS,Shale,2002,0.199,3.4,,,-32.0,,,,,,,,,
Triassic AOS values read ,2,AOS,Limestone,2002,0.199,2.0,,,-31.8,,,,,,,,,
from graph,3,AOS,Limestone,2002,0.199,2.1,,,-31.2,,,,,,,,,
,4,AOS,Shale,2002,0.199,1.3,,,-31.9,,,,,,,,,
,5,AOS,Limestone,2002,0.199,0.3,,,-30.4,,,,,,,,,
,6,AOS,Shale,2002,0.199,0.1,,,-30.4,,,,,,,,,
,7,AOS,Shale,2002,0.199,1.5,,,-28.7,,,,,,,,,
,8,AOS,Shale,2002,0.2,-0.6,,,-29.7,,,,,,,,,
,9,AOS,Shale,2002,0.21,1.9,,,-29.0,,,,,,,,,
,10,AOS,Shale,2002,0.22,4.7,,,-30.3,,,,,,,,,
,11,AOS,Shale,2002,0.22,5.0,,,-30.7,,,,,,,,,
,12,AOS,Shale,2002,0.22,3.2,,,-29.7,,,,,,,,,
,13,AOS,Shale,2002,0.22,2.3,,,-30.0,,,,,,,,,
,14,AOS,Mudstone,2002,0.22,2.5,,,-30.9,,,,,,,,,
,15,AOS,Shale,2002,0.22,3.5,,,-30.8,,,,,,,,,
,16,AOS,Limestone,2002,0.22,3.1,,,-30.7,,,,,,,,,
,17,AOS,Shale,2002,0.22,2.7,,,-30.9,,,,,,,,,
Yamaguchi_2002,Timeball Hill,AOS,Shale,2002,2.22,5.9,0.5,400,,,,,,,,,,
PhD dissertation. Measurements ,Oak Tree ,AOS,Shale,2002,2.56,2.1,0.7,100,,,,,,,,,,
of a number of Archean shales,Wittenoom Dolomite (Hamersley Gp),AOS,Dolostone,2002,2.6,5.8,0.3,200,,,,,,,,,,
We report the average of ,Carawine Dolomite (Hamersley Gp),AOS,Dolostone,2002,2.6,0.2,0.3,600,,,,,,,,,,
